date,store_id,item_id,sales,promotion,holiday,lag_1,lag_7,rolling_mean_7,day_of_week,month
2023-01-07,3,A,39,0,0,58.0,41.0,48.285714285714285,5,1
2023-01-07,2,D,27,0,0,39.0,57.0,44.0,5,1
2023-01-08,1,B,102,1,0,27.0,33.0,53.857142857142854,6,1
2023-01-08,2,C,49,0,0,102.0,46.0,54.285714285714285,6,1
2023-01-08,3,C,39,0,0,49.0,51.0,52.57142857142857,6,1
2023-01-08,3,B,42,0,0,39.0,54.0,50.857142857142854,6,1
2023-01-08,2,D,36,0,0,42.0,58.0,47.714285714285715,6,1
2023-01-08,1,C,52,0,0,36.0,39.0,49.57142857142857,6,1
2023-01-08,3,D,45,0,0,52.0,27.0,52.142857142857146,6,1
2023-01-08,1,A,41,0,0,45.0,102.0,43.42857142857143,6,1
2023-01-08,2,B,42,0,0,41.0,49.0,42.42857142857143,6,1
2023-01-08,3,A,34,0,0,42.0,39.0,41.714285714285715,6,1
2023-01-08,2,A,65,0,0,34.0,42.0,45.0,6,1
2023-01-08,1,D,44,0,0,65.0,36.0,46.142857142857146,6,1
2023-01-09,3,A,23,0,0,44.0,52.0,42.0,0,1
2023-01-09,2,D,16,0,0,23.0,45.0,37.857142857142854,0,1
2023-01-09,1,C,40,0,0,16.0,41.0,37.714285714285715,0,1
2023-01-09,3,C,37,0,0,40.0,42.0,37.0,0,1
2023-01-09,1,B,46,0,0,37.0,34.0,38.714285714285715,0,1
2023-01-09,3,B,38,0,0,46.0,65.0,34.857142857142854,0,1
2023-01-09,1,D,34,1,0,38.0,44.0,33.42857142857143,0,1
2023-01-09,2,A,37,0,0,34.0,23.0,35.42857142857143,0,1
2023-01-09,3,D,42,0,0,37.0,16.0,39.142857142857146,0,1
2023-01-09,2,C,64,1,0,42.0,40.0,42.57142857142857,0,1
2023-01-09,1,A,13,0,0,64.0,37.0,39.142857142857146,0,1
2023-01-09,2,B,35,0,0,13.0,46.0,37.57142857142857,0,1
2023-01-10,1,B,47,0,0,35.0,38.0,38.857142857142854,1,1
2023-01-10,3,D,44,0,0,47.0,34.0,40.285714285714285,1,1
2023-01-10,1,A,29,0,0,44.0,37.0,39.142857142857146,1,1
2023-01-10,3,A,28,0,0,29.0,42.0,37.142857142857146,1,1
2023-01-10,2,B,36,0,0,28.0,64.0,33.142857142857146,1,1
2023-01-10,2,D,23,0,0,36.0,13.0,34.57142857142857,1,1
2023-01-10,1,C,60,1,0,23.0,35.0,38.142857142857146,1,1
2023-01-10,2,C,38,0,0,60.0,47.0,36.857142857142854,1,1
2023-01-10,2,A,55,0,0,38.0,44.0,38.42857142857143,1,1
2023-01-10,3,B,32,0,0,55.0,29.0,38.857142857142854,1,1
2023-01-10,3,C,28,0,0,32.0,28.0,38.857142857142854,1,1
2023-01-10,1,D,42,1,0,28.0,36.0,39.714285714285715,1,1
2023-01-11,1,C,42,0,0,42.0,23.0,42.42857142857143,2,1
2023-01-11,3,A,39,0,0,42.0,60.0,39.42857142857143,2,1
2023-01-11,2,C,21,0,0,39.0,38.0,37.0,2,1
2023-01-11,3,D,37,0,0,21.0,55.0,34.42857142857143,2,1
2023-01-11,1,B,45,0,0,37.0,32.0,36.285714285714285,2,1
2023-01-11,3,C,32,0,0,45.0,28.0,36.857142857142854,2,1
2023-01-11,2,D,23,0,0,32.0,42.0,34.142857142857146,2,1
2023-01-11,1,A,37,1,0,23.0,42.0,33.42857142857143,2,1
2023-01-11,3,B,18,0,0,37.0,39.0,30.428571428571427,2,1
2023-01-11,2,A,52,0,0,18.0,21.0,34.857142857142854,2,1
2023-01-11,2,B,35,0,0,52.0,37.0,34.57142857142857,2,1
2023-01-11,1,D,22,0,0,35.0,45.0,31.285714285714285,2,1
2023-01-12,1,D,29,0,0,22.0,32.0,30.857142857142858,3,1
2023-01-12,3,B,35,0,0,29.0,23.0,32.57142857142857,3,1
2023-01-12,3,C,27,0,0,35.0,37.0,31.142857142857142,3,1
2023-01-12,3,A,22,0,0,27.0,18.0,31.714285714285715,3,1
2023-01-12,2,A,40,0,0,22.0,52.0,30.0,3,1
2023-01-12,2,D,41,1,0,40.0,35.0,30.857142857142858,3,1
2023-01-12,2,C,37,0,0,41.0,22.0,33.0,3,1
2023-01-12,1,C,45,0,0,37.0,29.0,35.285714285714285,3,1
2023-01-12,2,B,27,0,0,45.0,35.0,34.142857142857146,3,1
2023-01-12,3,D,27,0,0,27.0,27.0,34.142857142857146,3,1
2023-01-12,1,B,46,0,0,27.0,22.0,37.57142857142857,3,1
2023-01-12,1,A,25,0,0,46.0,40.0,35.42857142857143,3,1
2023-01-13,2,C,28,0,0,25.0,41.0,33.57142857142857,4,1
2023-01-13,2,A,49,0,0,28.0,37.0,35.285714285714285,4,1
2023-01-13,2,B,39,0,0,49.0,45.0,34.42857142857143,4,1
2023-01-13,3,C,26,0,0,39.0,27.0,34.285714285714285,4,1
2023-01-13,3,D,42,0,0,26.0,27.0,36.42857142857143,4,1
2023-01-13,1,B,43,0,0,42.0,46.0,36.0,4,1
2023-01-13,3,B,32,0,0,43.0,25.0,37.0,4,1
2023-01-13,2,D,21,0,0,32.0,28.0,36.0,4,1
2023-01-13,1,C,37,0,0,21.0,49.0,34.285714285714285,4,1
2023-01-13,1,A,26,0,0,37.0,39.0,32.42857142857143,4,1
2023-01-13,3,A,30,0,0,26.0,26.0,33.0,4,1
2023-01-13,1,D,35,1,0,30.0,42.0,32.0,4,1
2023-01-14,2,C,39,0,0,35.0,43.0,31.428571428571427,5,1
2023-01-14,2,B,47,0,0,39.0,32.0,33.57142857142857,5,1
2023-01-14,2,A,55,0,0,47.0,21.0,38.42857142857143,5,1
2023-01-14,3,A,38,0,0,55.0,37.0,38.57142857142857,5,1
2023-01-14,3,D,75,1,0,38.0,26.0,45.57142857142857,5,1
2023-01-14,3,C,40,0,0,75.0,30.0,47.0,5,1
2023-01-14,3,B,63,1,0,40.0,35.0,51.0,5,1
2023-01-14,1,B,58,0,0,63.0,39.0,53.714285714285715,5,1
2023-01-14,1,D,30,0,0,58.0,47.0,51.285714285714285,5,1
2023-01-14,1,C,84,1,0,30.0,55.0,55.42857142857143,5,1
2023-01-14,2,D,53,1,0,84.0,38.0,57.57142857142857,5,1
2023-01-14,1,A,52,1,0,53.0,75.0,54.285714285714285,5,1
2023-01-15,2,D,22,0,0,52.0,40.0,51.714285714285715,6,1
2023-01-15,1,D,36,0,0,22.0,63.0,47.857142857142854,6,1
2023-01-15,3,D,44,0,0,36.0,58.0,45.857142857142854,6,1
2023-01-15,2,A,54,0,0,44.0,30.0,49.285714285714285,6,1
2023-01-15,1,C,84,1,0,54.0,84.0,49.285714285714285,6,1
2023-01-15,3,C,51,0,0,84.0,53.0,49.0,6,1
2023-01-15,3,A,37,0,0,51.0,52.0,46.857142857142854,6,1
2023-01-15,2,C,49,0,0,37.0,22.0,50.714285714285715,6,1
2023-01-15,3,B,38,0,0,49.0,36.0,51.0,6,1
2023-01-15,2,B,63,1,0,38.0,44.0,53.714285714285715,6,1
2023-01-15,1,A,32,0,0,63.0,54.0,50.57142857142857,6,1
2023-01-15,1,B,67,0,0,32.0,84.0,48.142857142857146,6,1
2023-01-16,2,B,27,0,0,67.0,51.0,44.714285714285715,0,1
2023-01-16,2,D,19,0,0,27.0,37.0,42.142857142857146,0,1
2023-01-16,1,C,62,1,0,19.0,49.0,44.0,0,1
2023-01-16,3,D,26,0,0,62.0,38.0,42.285714285714285,0,1
2023-01-16,2,A,38,0,0,26.0,63.0,38.714285714285715,0,1
2023-01-16,1,D,33,0,0,38.0,32.0,38.857142857142854,0,1
2023-01-16,3,A,36,0,0,33.0,67.0,34.42857142857143,0,1
2023-01-16,3,C,43,0,0,36.0,27.0,36.714285714285715,0,1
2023-01-16,2,C,55,1,0,43.0,19.0,41.857142857142854,0,1
2023-01-16,1,B,52,0,0,55.0,62.0,40.42857142857143,0,1
2023-01-16,3,B,36,0,0,52.0,26.0,41.857142857142854,0,1
2023-01-16,1,A,39,1,0,36.0,38.0,42.0,0,1
2023-01-17,1,A,25,0,0,39.0,33.0,40.857142857142854,1,1
2023-01-17,2,B,32,0,0,25.0,36.0,40.285714285714285,1,1
2023-01-17,2,D,19,0,0,32.0,43.0,36.857142857142854,1,1
2023-01-17,3,B,27,0,0,19.0,55.0,32.857142857142854,1,1
2023-01-17,3,D,26,0,0,27.0,52.0,29.142857142857142,1,1
2023-01-17,1,C,42,0,0,26.0,36.0,30.0,1,1
2023-01-17,2,C,39,0,0,42.0,39.0,30.0,1,1
2023-01-17,3,C,37,0,0,39.0,25.0,31.714285714285715,1,1
2023-01-17,1,B,36,0,0,37.0,32.0,32.285714285714285,1,1
2023-01-17,1,D,23,0,0,36.0,19.0,32.857142857142854,1,1
2023-01-17,3,A,36,0,0,23.0,27.0,34.142857142857146,1,1
2023-01-17,2,A,40,0,0,36.0,26.0,36.142857142857146,1,1
2023-01-18,2,A,56,0,0,40.0,42.0,38.142857142857146,2,1
2023-01-18,1,D,22,0,0,56.0,39.0,35.714285714285715,2,1
2023-01-18,2,B,24,0,0,22.0,37.0,33.857142857142854,2,1
2023-01-18,2,C,37,0,0,24.0,36.0,34.0,2,1
2023-01-18,1,C,37,0,0,37.0,23.0,36.0,2,1
2023-01-18,1,A,26,0,0,37.0,36.0,34.57142857142857,2,1
2023-01-18,1,B,39,0,0,26.0,40.0,34.42857142857143,2,1
2023-01-18,2,D,16,0,0,39.0,56.0,28.714285714285715,2,1
2023-01-18,3,B,53,1,0,16.0,22.0,33.142857142857146,2,1
2023-01-18,3,C,36,0,0,53.0,24.0,34.857142857142854,2,1
2023-01-18,3,D,28,0,0,36.0,37.0,33.57142857142857,2,1
2023-01-18,3,A,27,0,0,28.0,37.0,32.142857142857146,2,1
2023-01-19,3,B,33,0,0,27.0,26.0,33.142857142857146,3,1
2023-01-19,2,B,39,0,0,33.0,39.0,33.142857142857146,3,1
2023-01-19,3,A,31,0,0,39.0,16.0,35.285714285714285,3,1
2023-01-19,1,D,20,0,0,31.0,53.0,30.571428571428573,3,1
2023-01-19,2,C,35,0,0,20.0,36.0,30.428571428571427,3,1
2023-01-19,3,D,34,0,0,35.0,28.0,31.285714285714285,3,1
2023-01-19,1,C,43,0,0,34.0,27.0,33.57142857142857,3,1
2023-01-19,1,A,31,0,0,43.0,33.0,33.285714285714285,3,1
2023-01-19,2,D,34,1,0,31.0,39.0,32.57142857142857,3,1
2023-01-19,2,A,77,1,0,34.0,31.0,39.142857142857146,3,1
2023-01-19,3,C,42,0,0,77.0,20.0,42.285714285714285,3,1
2023-01-19,1,B,42,0,0,42.0,35.0,43.285714285714285,3,1
2023-01-20,1,D,31,1,0,42.0,34.0,42.857142857142854,4,1
2023-01-20,1,C,58,1,0,31.0,43.0,45.0,4,1
2023-01-20,2,D,33,1,0,58.0,31.0,45.285714285714285,4,1
2023-01-20,3,A,36,0,0,33.0,34.0,45.57142857142857,4,1
2023-01-20,2,B,29,0,0,36.0,77.0,38.714285714285715,4,1
2023-01-20,3,B,36,0,0,29.0,42.0,37.857142857142854,4,1
2023-01-20,2,C,39,0,0,36.0,42.0,37.42857142857143,4,1
2023-01-20,1,A,47,1,0,39.0,31.0,39.714285714285715,4,1
2023-01-20,1,B,51,0,0,47.0,58.0,38.714285714285715,4,1
2023-01-20,2,A,47,0,0,51.0,33.0,40.714285714285715,4,1
2023-01-20,3,C,51,1,0,47.0,36.0,42.857142857142854,4,1
2023-01-20,3,D,42,0,0,51.0,29.0,44.714285714285715,4,1
2023-01-21,2,B,40,0,0,42.0,36.0,45.285714285714285,5,1
2023-01-21,1,B,66,0,0,40.0,39.0,49.142857142857146,5,1
2023-01-21,3,D,50,0,0,66.0,47.0,49.57142857142857,5,1
2023-01-21,1,A,28,0,0,50.0,51.0,46.285714285714285,5,1
2023-01-21,3,A,42,0,0,28.0,47.0,45.57142857142857,5,1
2023-01-21,1,C,86,1,0,42.0,51.0,50.57142857142857,5,1
2023-01-21,2,D,35,0,0,86.0,42.0,49.57142857142857,5,1
2023-01-21,3,B,65,1,0,35.0,40.0,53.142857142857146,5,1
2023-01-21,1,D,43,1,0,65.0,66.0,49.857142857142854,5,1
2023-01-21,2,A,56,0,0,43.0,50.0,50.714285714285715,5,1
2023-01-21,2,C,38,0,0,56.0,28.0,52.142857142857146,5,1
2023-01-21,3,C,44,0,0,38.0,42.0,52.42857142857143,5,1
2023-01-22,1,C,52,0,0,44.0,86.0,47.57142857142857,6,1
2023-01-22,3,D,73,1,0,52.0,35.0,53.0,6,1
2023-01-22,3,A,37,0,0,73.0,65.0,49.0,6,1
2023-01-22,3,C,49,0,0,37.0,43.0,49.857142857142854,6,1
2023-01-22,1,A,32,0,0,49.0,56.0,46.42857142857143,6,1
2023-01-22,2,C,51,0,0,32.0,38.0,48.285714285714285,6,1
2023-01-22,2,A,68,0,0,51.0,44.0,51.714285714285715,6,1
2023-01-22,2,B,70,1,0,68.0,52.0,54.285714285714285,6,1
2023-01-22,1,B,64,0,0,70.0,73.0,53.0,6,1
2023-01-22,2,D,24,0,0,64.0,37.0,51.142857142857146,6,1
2023-01-22,1,D,28,0,0,24.0,49.0,48.142857142857146,6,1
2023-01-22,3,B,71,1,0,28.0,32.0,53.714285714285715,6,1
2023-01-23,1,D,28,0,0,71.0,51.0,50.42857142857143,0,1
2023-01-23,3,C,49,1,0,28.0,68.0,47.714285714285715,0,1
2023-01-23,1,B,40,0,0,49.0,70.0,43.42857142857143,0,1
2023-01-23,2,A,51,0,0,40.0,64.0,41.57142857142857,0,1
2023-01-23,1,C,34,0,0,51.0,24.0,43.0,0,1
2023-01-23,3,D,37,0,0,34.0,28.0,44.285714285714285,0,1
2023-01-23,2,D,34,0,0,37.0,71.0,39.0,0,1
2023-01-23,2,B,36,1,0,34.0,28.0,40.142857142857146,0,1
2023-01-23,2,C,28,0,0,36.0,49.0,37.142857142857146,0,1
2023-01-23,3,B,35,0,0,28.0,40.0,36.42857142857143,0,1
2023-01-23,3,A,44,0,0,35.0,51.0,35.42857142857143,0,1
2023-01-23,1,A,27,0,0,44.0,34.0,34.42857142857143,0,1
2023-01-24,1,D,26,0,0,27.0,37.0,32.857142857142854,1,1
2023-01-24,3,B,33,0,0,26.0,34.0,32.714285714285715,1,1
2023-01-24,1,B,43,0,0,33.0,36.0,33.714285714285715,1,1
2023-01-24,3,A,38,0,0,43.0,28.0,35.142857142857146,1,1
2023-01-24,2,D,31,0,0,38.0,35.0,34.57142857142857,1,1
2023-01-24,3,D,53,1,0,31.0,44.0,35.857142857142854,1,1
2023-01-24,1,C,48,0,0,53.0,27.0,38.857142857142854,1,1
2023-01-24,2,A,71,1,0,48.0,26.0,45.285714285714285,1,1
2023-01-24,3,C,39,0,0,71.0,33.0,46.142857142857146,1,1
2023-01-24,2,C,55,1,0,39.0,43.0,47.857142857142854,1,1
2023-01-24,2,B,55,1,0,55.0,38.0,50.285714285714285,1,1
2023-01-24,1,A,19,0,0,55.0,31.0,48.57142857142857,1,1
2023-01-25,1,A,28,1,0,19.0,53.0,45.0,2,1
2023-01-25,2,C,42,0,0,28.0,48.0,44.142857142857146,2,1
2023-01-25,3,D,35,0,0,42.0,71.0,39.0,2,1
2023-01-25,2,D,20,0,0,35.0,39.0,36.285714285714285,2,1
2023-01-25,2,B,34,0,0,20.0,55.0,33.285714285714285,2,1
2023-01-25,3,A,25,0,0,34.0,55.0,29.0,2,1
2023-01-25,1,D,27,0,0,25.0,19.0,30.142857142857142,2,1
2023-01-25,1,C,39,0,0,27.0,28.0,31.714285714285715,2,1
2023-01-25,3,C,39,0,0,39.0,42.0,31.285714285714285,2,1
2023-01-25,1,B,49,0,0,39.0,35.0,33.285714285714285,2,1
2023-01-25,2,A,48,0,0,49.0,20.0,37.285714285714285,2,1
2023-01-25,3,B,21,0,0,48.0,34.0,35.42857142857143,2,1
2023-01-26,3,B,39,0,0,21.0,25.0,37.42857142857143,3,1
2023-01-26,3,A,33,0,0,39.0,27.0,38.285714285714285,3,1
2023-01-26,3,D,29,0,0,33.0,39.0,36.857142857142854,3,1
2023-01-26,2,A,54,0,0,29.0,39.0,39.0,3,1
2023-01-26,1,D,27,0,0,54.0,49.0,35.857142857142854,3,1
2023-01-26,3,C,58,1,0,27.0,48.0,37.285714285714285,3,1
2023-01-26,1,B,45,0,0,58.0,21.0,40.714285714285715,3,1
2023-01-26,2,C,30,0,0,45.0,39.0,39.42857142857143,3,1
2023-01-26,1,C,39,0,0,30.0,33.0,40.285714285714285,3,1
2023-01-26,2,B,40,0,0,39.0,29.0,41.857142857142854,3,1
2023-01-26,1,A,34,1,0,40.0,54.0,39.0,3,1
2023-01-26,2,D,26,0,0,34.0,27.0,38.857142857142854,3,1
2023-01-27,2,A,37,0,0,26.0,58.0,35.857142857142854,4,1
2023-01-27,1,D,30,0,0,37.0,45.0,33.714285714285715,4,1
2023-01-27,3,D,47,1,0,30.0,30.0,36.142857142857146,4,1
2023-01-27,2,C,57,1,0,47.0,39.0,38.714285714285715,4,1
2023-01-27,2,B,27,0,0,57.0,40.0,36.857142857142854,4,1
2023-01-27,1,C,35,0,0,27.0,34.0,37.0,4,1
2023-01-27,2,D,20,0,0,35.0,26.0,36.142857142857146,4,1
2023-01-27,3,B,25,0,0,20.0,37.0,34.42857142857143,4,1
2023-01-27,3,A,37,1,0,25.0,30.0,35.42857142857143,4,1
2023-01-27,1,A,30,0,0,37.0,47.0,33.0,4,1
2023-01-27,1,B,44,0,0,30.0,57.0,31.142857142857142,4,1
2023-01-27,3,C,48,1,0,44.0,27.0,34.142857142857146,4,1
2023-01-28,2,B,43,0,0,48.0,35.0,35.285714285714285,5,1
2023-01-28,3,A,36,0,0,43.0,20.0,37.57142857142857,5,1
2023-01-28,1,B,89,1,0,36.0,25.0,46.714285714285715,5,1
2023-01-28,1,D,43,1,0,89.0,37.0,47.57142857142857,5,1
2023-01-28,2,A,80,1,0,43.0,30.0,54.714285714285715,5,1
2023-01-28,3,C,44,0,0,80.0,44.0,54.714285714285715,5,1
2023-01-28,2,C,49,0,0,44.0,48.0,54.857142857142854,5,1
2023-01-28,3,D,43,0,0,49.0,43.0,54.857142857142854,5,1
2023-01-28,1,C,59,0,0,43.0,36.0,58.142857142857146,5,1
2023-01-28,2,D,33,0,0,59.0,89.0,50.142857142857146,5,1
2023-01-28,3,B,36,0,0,33.0,43.0,49.142857142857146,5,1
2023-01-28,1,A,25,0,0,36.0,80.0,41.285714285714285,5,1
2023-01-29,1,B,66,0,0,25.0,44.0,44.42857142857143,6,1
2023-01-29,3,B,47,0,0,66.0,49.0,44.142857142857146,6,1
2023-01-29,1,A,53,1,0,47.0,43.0,45.57142857142857,6,1
2023-01-29,1,D,32,0,0,53.0,59.0,41.714285714285715,6,1
2023-01-29,1,C,51,0,0,32.0,33.0,44.285714285714285,6,1
2023-01-29,3,C,48,0,0,51.0,36.0,46.0,6,1
2023-01-29,3,D,43,0,0,48.0,25.0,48.57142857142857,6,1
2023-01-29,2,A,68,0,0,43.0,66.0,48.857142857142854,6,1
2023-01-29,2,D,38,1,0,68.0,47.0,47.57142857142857,6,1
2023-01-29,2,C,46,0,0,38.0,53.0,46.57142857142857,6,1
2023-01-29,3,A,35,0,0,46.0,32.0,47.0,6,1
2023-01-29,2,B,37,0,0,35.0,51.0,45.0,6,1
2023-01-30,3,C,46,0,0,37.0,48.0,44.714285714285715,0,1
2023-01-30,3,B,33,0,0,46.0,43.0,43.285714285714285,0,1
2023-01-30,3,A,37,0,0,33.0,68.0,38.857142857142854,0,1
2023-01-30,2,D,26,0,0,37.0,38.0,37.142857142857146,0,1
2023-01-30,1,C,39,0,0,26.0,46.0,36.142857142857146,0,1
2023-01-30,1,D,16,0,0,39.0,35.0,33.42857142857143,0,1
2023-01-30,2,C,26,0,0,16.0,37.0,31.857142857142858,0,1
2023-01-30,1,A,29,0,0,26.0,46.0,29.428571428571427,0,1
2023-01-30,2,A,58,0,0,29.0,33.0,33.0,0,1
2023-01-30,1,B,49,0,0,58.0,37.0,34.714285714285715,0,1
2023-01-30,3,D,36,0,0,49.0,26.0,36.142857142857146,0,1
2023-01-30,2,B,38,0,0,36.0,39.0,36.0,0,1
2023-01-31,2,D,21,0,0,38.0,16.0,36.714285714285715,1,1
2023-01-31,3,D,41,0,0,21.0,26.0,38.857142857142854,1,1
2023-01-31,3,B,42,1,0,41.0,29.0,40.714285714285715,1,1
2023-01-31,1,A,26,0,0,42.0,58.0,36.142857142857146,1,1
2023-01-31,2,C,55,1,0,26.0,49.0,37.0,1,1
2023-01-31,1,C,36,0,0,55.0,36.0,37.0,1,1
2023-01-31,3,A,35,0,0,36.0,38.0,36.57142857142857,1,1
2023-01-31,2,B,37,0,0,35.0,21.0,38.857142857142854,1,1
2023-01-31,1,D,16,0,0,37.0,41.0,35.285714285714285,1,1
2023-01-31,1,B,45,0,0,16.0,42.0,35.714285714285715,1,1
2023-01-31,2,A,47,0,0,45.0,26.0,38.714285714285715,1,1
2023-01-31,3,C,34,0,0,47.0,55.0,35.714285714285715,1,1
2023-02-01,3,C,25,0,0,34.0,36.0,34.142857142857146,2,2
2023-02-01,1,B,48,0,0,25.0,35.0,36.0,2,2
2023-02-01,1,D,24,0,0,48.0,37.0,34.142857142857146,2,2
2023-02-01,3,A,29,0,0,24.0,16.0,36.0,2,2
2023-02-01,3,D,29,0,0,29.0,45.0,33.714285714285715,2,2
2023-02-01,2,D,16,0,0,29.0,47.0,29.285714285714285,2,2
2023-02-01,2,B,57,1,0,16.0,34.0,32.57142857142857,2,2
2023-02-01,2,A,62,1,0,57.0,25.0,37.857142857142854,2,2
2023-02-01,3,B,30,0,0,62.0,48.0,35.285714285714285,2,2
2023-02-01,2,C,36,0,0,30.0,24.0,37.0,2,2
2023-02-01,1,A,28,0,0,36.0,29.0,36.857142857142854,2,2
2023-02-01,1,C,45,0,0,28.0,29.0,39.142857142857146,2,2
2023-02-02,3,C,38,0,0,45.0,16.0,42.285714285714285,3,2
2023-02-02,2,C,40,0,0,38.0,57.0,39.857142857142854,3,2
2023-02-02,3,A,26,0,0,40.0,62.0,34.714285714285715,3,2
2023-02-02,2,B,32,0,0,26.0,30.0,35.0,3,2
